unit_code,organization_id,blood_group,component_type,collection_date,expiry_date,status,quality_testing_status,storage_location,source_donation_id
BU-DBCB4361,BB_A,O_NEGATIVE,PLATELETS,2024-12-31,2025-01-05,EXPIRED,PASSED,Shelf-A1,DON_00292
BU-A96AF908,HOSP_D,O_POSITIVE,PLASMA,2024-12-18,2025-12-18,AVAILABLE,REVIEW_REQUIRED,Shelf-B1,DON_00773
BU-FC0B6917,HOSP_A,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,QUARANTINED,FAILED,Shelf-B1,DON_00269
BU-BB8D6ECF,HOSP_D,AB_NEGATIVE,PLASMA,2024-04-05,2025-04-05,AVAILABLE,PASSED,Shelf-B1,DON_00797
BU-8D1D237D,HOSP_C,A_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,EXPIRED,PASSED,Shelf-A1,DON_00166
BU-5469F5C9,HOSP_D,O_POSITIVE,RBC,2024-12-09,2025-01-20,AVAILABLE,PASSED,Fridge-1,DON_00507
BU-2951DDD7,HOSP_B,O_POSITIVE,RBC,2024-11-23,2025-01-04,AVAILABLE,PASSED,Shelf-B1,DON_00660
BU-B9F7A7A6,BB_A,O_POSITIVE,PLASMA,2024-06-09,2025-06-09,AVAILABLE,FAILED,Fridge-3,DON_00247
BU-0EB5EBF9,BB_B,A_NEGATIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,EXPIRED,REVIEW_REQUIRED,Fridge-3,DON_00653
BU-026EC544,BB_B,A_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,EXPIRED,FAILED,Platelet-Agitator-1,DON_00724
BU-589BAE75,BB_B,AB_POSITIVE,RBC,2024-12-13,2025-01-24,AVAILABLE,PASSED,Shelf-B2,DON_00645
BU-ACBA8219,HOSP_B,B_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-A1,DON_00143
BU-5B6D25DE,BB_B,O_NEGATIVE,RBC,2024-12-23,2025-02-03,AVAILABLE,PASSED,Shelf-A2,DON_00219
BU-252691C6,HOSP_D,A_NEGATIVE,RBC,2024-12-26,2025-02-06,DISPATCHED,PASSED,Fridge-1,DON_00574
BU-4CAC270B,HOSP_E,A_NEGATIVE,RBC,2024-12-24,2025-02-04,QUARANTINED,REVIEW_REQUIRED,Fridge-1,DON_00544
BU-C41C3E1E,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,RESERVED,REVIEW_REQUIRED,Shelf-B1,DON_00745
BU-AAC4DE5B,BB_A,O_POSITIVE,RBC,2024-12-04,2025-01-15,AVAILABLE,PASSED,Fridge-1,DON_00384
BU-4A3DC2E6,BB_A,O_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,FAILED,Shelf-A1,DON_00150
BU-A39BCBDA,BB_B,A_POSITIVE,PLASMA,2024-12-23,2025-12-23,DISPATCHED,PENDING,Shelf-B2,DON_00223
BU-F5342CE8,HOSP_C,A_NEGATIVE,PLASMA,2024-05-05,2025-05-05,RESERVED,PASSED,Fridge-2,DON_00425
BU-FFA46443,HOSP_E,A_POSITIVE,RBC,2024-11-20,2025-01-01,USED,REVIEW_REQUIRED,Shelf-A1,DON_00461
BU-15C01785,BB_A,O_NEGATIVE,RBC,2024-12-26,2025-02-06,AVAILABLE,FAILED,Shelf-A1,DON_00049
BU-42250B71,HOSP_E,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,QUARANTINED,REVIEW_REQUIRED,Fridge-2,DON_00119
BU-584AA4EB,HOSP_C,AB_POSITIVE,RBC,2024-12-31,2025-02-11,RESERVED,PENDING,Fridge-2,DON_00776
BU-F297C6C5,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00609
BU-4B6BA6F3,HOSP_A,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PENDING,Shelf-A2,DON_00279
BU-823A27CC,HOSP_B,O_POSITIVE,PLATELETS,2024-12-31,2025-01-05,QUARANTINED,REVIEW_REQUIRED,Shelf-A2,DON_00600
BU-FA82FBD2,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,AVAILABLE,REVIEW_REQUIRED,Shelf-B1,DON_00356
BU-EE6513C6,HOSP_D,A_POSITIVE,PLASMA,2024-01-16,2025-01-15,AVAILABLE,PASSED,Shelf-B1,DON_00339
BU-3DA923C1,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-11-28,2025-01-02,RECEIVED,PASSED,Shelf-B1,DON_00285
BU-25922754,HOSP_D,O_POSITIVE,RBC,2024-11-19,2024-12-31,RESERVED,PENDING,Shelf-B1,DON_00762
BU-F5DD92A6,HOSP_E,O_POSITIVE,RBC,2024-12-11,2025-01-22,RECEIVED,PASSED,Shelf-B1,DON_00007
BU-7D8C5802,HOSP_E,O_NEGATIVE,PLATELETS,2024-12-31,2025-01-05,DISPATCHED,FAILED,Shelf-B2,DON_00218
BU-5098C8B3,HOSP_A,O_POSITIVE,RBC,2024-12-07,2025-01-18,AVAILABLE,REVIEW_REQUIRED,Fridge-1,DON_00584
BU-301E6D25,HOSP_B,AB_POSITIVE,WHOLE_BLOOD,2024-12-09,2025-01-13,EXPIRED,PASSED,Fridge-3,DON_00318
BU-BB045865,BB_B,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,DISPATCHED,PASSED,Fridge-2,DON_00121
BU-918E0789,HOSP_A,O_POSITIVE,RBC,2024-12-24,2025-02-04,AVAILABLE,PASSED,Fridge-1,DON_00795
BU-DFFC2D62,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,RESERVED,PASSED,Shelf-C1,DON_00672
BU-14168679,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00706
BU-D3A4EF35,HOSP_B,O_POSITIVE,RBC,2024-12-11,2025-01-22,AVAILABLE,PASSED,Shelf-B1,DON_00109
BU-580B40D5,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,RECEIVED,PASSED,Platelet-Agitator-1,DON_00588
BU-A766F7AB,BB_A,O_POSITIVE,RBC,2024-12-18,2025-01-29,USED,PASSED,Shelf-A2,DON_00286
BU-89230507,HOSP_D,AB_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00462
BU-28BC89E0,HOSP_E,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-A2,DON_00424
BU-D741DF17,HOSP_E,O_POSITIVE,RBC,2024-12-30,2025-02-10,AVAILABLE,REVIEW_REQUIRED,Shelf-A1,DON_00268
BU-D151396B,HOSP_A,A_NEGATIVE,RBC,2024-12-02,2025-01-13,AVAILABLE,PASSED,Shelf-C1,DON_00245
BU-9F27F65F,BB_A,B_NEGATIVE,RBC,2024-12-07,2025-01-18,AVAILABLE,PASSED,Shelf-A2,DON_00101
BU-99D88E8B,HOSP_A,O_POSITIVE,PLASMA,2024-03-29,2025-03-29,RECEIVED,REVIEW_REQUIRED,Fridge-2,DON_00434
BU-0492E00D,HOSP_B,O_POSITIVE,RBC,2024-12-10,2025-01-21,AVAILABLE,FAILED,Shelf-B1,DON_00567
BU-0D96FEC4,HOSP_A,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,RECEIVED,PASSED,Shelf-A2,DON_00233
BU-8DABFA19,HOSP_E,A_POSITIVE,RBC,2024-12-07,2025-01-18,DISPATCHED,PASSED,Shelf-B1,DON_00544
BU-8AD5929D,HOSP_C,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,RESERVED,PASSED,Platelet-Agitator-1,DON_00786
BU-215478BC,HOSP_B,O_POSITIVE,PLASMA,2024-04-22,2025-04-22,EXPIRED,FAILED,Fridge-1,DON_00741
BU-2248F2BF,BB_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,QUARANTINED,FAILED,Shelf-C1,DON_00466
BU-0BEBAF4D,HOSP_A,B_POSITIVE,PLASMA,2024-03-30,2025-03-30,DISPATCHED,PASSED,Shelf-B2,DON_00460
BU-12BDA40A,HOSP_E,B_POSITIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,RESERVED,PASSED,Shelf-C1,DON_00520
BU-940B3620,BB_A,O_POSITIVE,PLASMA,2024-05-29,2025-05-29,AVAILABLE,PASSED,Fridge-3,DON_00684
BU-792BA29F,BB_B,B_POSITIVE,PLASMA,2024-09-05,2025-09-05,EXPIRED,REVIEW_REQUIRED,Fridge-3,DON_00213
BU-BF5F517B,BB_B,A_POSITIVE,PLASMA,2024-06-15,2025-06-15,USED,PASSED,Shelf-A1,DON_00356
BU-0F73C4AE,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-11-30,2025-01-04,EXPIRED,PASSED,Shelf-B1,DON_00029
BU-712E4053,HOSP_B,O_POSITIVE,PLASMA,2024-01-28,2025-01-27,AVAILABLE,PASSED,Shelf-B1,DON_00419
BU-6E331A79,HOSP_E,A_POSITIVE,PLATELETS,2024-12-28,2025-01-02,USED,PASSED,Fridge-3,DON_00256
BU-CFA3A0AF,HOSP_D,A_POSITIVE,RBC,2024-11-25,2025-01-06,DISPATCHED,FAILED,Fridge-3,DON_00382
BU-CF5B884C,HOSP_A,O_POSITIVE,PLASMA,2024-09-04,2025-09-04,RESERVED,PENDING,Shelf-C1,DON_00493
BU-3FF40550,HOSP_E,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PENDING,Fridge-1,DON_00237
BU-5FEA65A7,HOSP_C,AB_NEGATIVE,RBC,2024-12-19,2025-01-30,EXPIRED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00262
BU-2DE2CF08,HOSP_E,A_POSITIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Fridge-3,DON_00710
BU-9766B4B6,HOSP_A,O_POSITIVE,RBC,2024-12-26,2025-02-06,EXPIRED,PASSED,Shelf-C1,DON_00125
BU-4AE0D010,BB_B,O_POSITIVE,PLASMA,2024-04-06,2025-04-06,RESERVED,PENDING,Shelf-A1,DON_00757
BU-CDD77116,HOSP_A,O_NEGATIVE,PLATELETS,2024-12-28,2025-01-02,DISPATCHED,PASSED,Shelf-A2,DON_00015
BU-88442B9E,BB_B,O_POSITIVE,PLATELETS,2024-12-28,2025-01-02,AVAILABLE,PASSED,Shelf-B2,DON_00174
BU-8EA224E5,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-23,2025-01-27,RESERVED,PASSED,Fridge-3,DON_00492
BU-FCF40EDA,HOSP_E,O_POSITIVE,WHOLE_BLOOD,2024-12-12,2025-01-16,EXPIRED,PASSED,Fridge-1,DON_00222
BU-56ADCE8F,HOSP_D,O_POSITIVE,PLASMA,2024-02-13,2025-02-12,AVAILABLE,PASSED,Fridge-3,DON_00155
BU-F1FA58B4,BB_A,O_NEGATIVE,WHOLE_BLOOD,2024-12-31,2025-02-04,AVAILABLE,PASSED,Shelf-C1,DON_00107
BU-EC5EB01F,HOSP_C,A_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Platelet-Agitator-1,DON_00623
BU-268FD2EC,HOSP_A,A_POSITIVE,PLASMA,2024-05-22,2025-05-22,QUARANTINED,REVIEW_REQUIRED,Shelf-C1,DON_00684
BU-F0B81961,BB_B,O_POSITIVE,RBC,2024-12-05,2025-01-16,USED,REVIEW_REQUIRED,Fridge-3,DON_00270
BU-A15FF543,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-26,2025-01-30,USED,PASSED,Shelf-C1,DON_00218
BU-2CEDD572,HOSP_A,O_POSITIVE,PLASMA,2024-12-06,2025-12-06,QUARANTINED,FAILED,Fridge-2,DON_00707
BU-76E6A808,HOSP_D,O_POSITIVE,PLASMA,2024-08-02,2025-08-02,RECEIVED,FAILED,Fridge-1,DON_00726
BU-2CA593FE,HOSP_B,B_POSITIVE,PLASMA,2024-02-24,2025-02-23,AVAILABLE,PASSED,Shelf-A2,DON_00070
BU-359E3F81,HOSP_E,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,RECEIVED,PASSED,Shelf-A1,DON_00632
BU-226662F0,HOSP_D,A_POSITIVE,PLASMA,2024-07-09,2025-07-09,EXPIRED,PENDING,Shelf-A2,DON_00018
BU-1DEB9E19,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,RECEIVED,REVIEW_REQUIRED,Fridge-1,DON_00539
BU-8846CA9E,HOSP_C,O_NEGATIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,AVAILABLE,PENDING,Shelf-A1,DON_00221
BU-506443C2,HOSP_A,B_POSITIVE,RBC,2024-12-31,2025-02-11,RESERVED,PASSED,Shelf-B2,DON_00125
BU-8D55DE95,HOSP_A,O_POSITIVE,WHOLE_BLOOD,2024-11-30,2025-01-04,RECEIVED,FAILED,Shelf-C1,DON_00523
BU-EDFD6EF7,BB_A,AB_POSITIVE,PLASMA,2024-02-28,2025-02-27,DISPATCHED,PASSED,Shelf-B1,DON_00355
BU-3CB0BBCC,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,RECEIVED,PASSED,Shelf-A2,DON_00768
BU-763A591B,HOSP_B,A_NEGATIVE,WHOLE_BLOOD,2024-12-30,2025-02-03,DISPATCHED,REVIEW_REQUIRED,Shelf-A1,DON_00377
BU-F3142823,HOSP_D,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,USED,PASSED,Shelf-B2,DON_00643
BU-93E45354,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,EXPIRED,FAILED,Fridge-3,DON_00102
BU-5B7C387E,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,QUARANTINED,REVIEW_REQUIRED,Shelf-A1,DON_00463
BU-F26913A1,BB_B,O_POSITIVE,RBC,2024-12-23,2025-02-03,EXPIRED,PASSED,Shelf-A2,DON_00492
BU-9DB31F6B,HOSP_A,A_POSITIVE,PLASMA,2024-09-06,2025-09-06,AVAILABLE,PENDING,Shelf-A2,DON_00392
BU-3858E9A5,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-16,2025-01-20,RECEIVED,FAILED,Shelf-A2,DON_00026
BU-D9219FA0,HOSP_B,O_NEGATIVE,RBC,2024-11-29,2025-01-10,RESERVED,PASSED,Fridge-3,DON_00164
BU-B571ACEC,BB_A,B_POSITIVE,RBC,2024-11-24,2025-01-05,RECEIVED,PENDING,Shelf-A2,DON_00037
BU-2F0DE14E,HOSP_A,O_POSITIVE,PLASMA,2024-04-24,2025-04-24,AVAILABLE,PASSED,Fridge-1,DON_00550
BU-D5912881,HOSP_E,AB_POSITIVE,WHOLE_BLOOD,2024-12-27,2025-01-31,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00659
BU-229F6350,BB_A,B_NEGATIVE,WHOLE_BLOOD,2024-12-11,2025-01-15,AVAILABLE,REVIEW_REQUIRED,Shelf-C1,DON_00675
BU-590FCDBA,HOSP_D,A_POSITIVE,PLASMA,2024-10-12,2025-10-12,DISPATCHED,PENDING,Fridge-2,DON_00333
BU-A3CD32AC,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-03,2025-01-07,DISPATCHED,PASSED,Shelf-A2,DON_00689
BU-8124914F,HOSP_B,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,USED,PASSED,Shelf-C1,DON_00658
BU-15DDCD1C,HOSP_B,A_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,PENDING,Shelf-B2,DON_00641
BU-2F7482AE,BB_B,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,AVAILABLE,PASSED,Shelf-C1,DON_00380
BU-449B1387,HOSP_B,A_POSITIVE,PLASMA,2024-09-26,2025-09-26,QUARANTINED,FAILED,Shelf-C1,DON_00559
BU-381ED246,HOSP_D,A_POSITIVE,RBC,2024-12-25,2025-02-05,RECEIVED,FAILED,Shelf-A2,DON_00212
BU-BC82CD97,HOSP_A,A_POSITIVE,RBC,2024-12-06,2025-01-17,RESERVED,PASSED,Fridge-2,DON_00694
BU-A5EBA0CC,HOSP_A,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Fridge-3,DON_00734
BU-42F4610C,HOSP_E,O_POSITIVE,PLASMA,2024-11-03,2025-11-03,AVAILABLE,PASSED,Fridge-2,DON_00154
BU-D0EF1863,BB_A,O_POSITIVE,PLASMA,2024-08-31,2025-08-31,QUARANTINED,REVIEW_REQUIRED,Shelf-A1,DON_00443
BU-E3DB4BF5,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-09,2025-01-13,AVAILABLE,PASSED,Fridge-2,DON_00008
BU-56EA648E,BB_B,A_POSITIVE,WHOLE_BLOOD,2024-12-22,2025-01-26,EXPIRED,PASSED,Fridge-3,DON_00731
BU-F34683EC,HOSP_B,O_POSITIVE,WHOLE_BLOOD,2024-12-29,2025-02-02,AVAILABLE,PASSED,Fridge-2,DON_00061
BU-81FDC1DB,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,AVAILABLE,REVIEW_REQUIRED,Shelf-B1,DON_00776
BU-F27B5A9C,HOSP_D,O_NEGATIVE,PLASMA,2024-03-10,2025-03-10,AVAILABLE,PASSED,Fridge-1,DON_00322
BU-35BFF627,BB_A,A_POSITIVE,PLASMA,2024-12-24,2025-12-24,AVAILABLE,PASSED,Shelf-B1,DON_00429
BU-ABE8D2B0,HOSP_E,A_POSITIVE,RBC,2024-12-30,2025-02-10,USED,PASSED,Shelf-A1,DON_00496
BU-3D820DCD,HOSP_B,B_POSITIVE,RBC,2024-12-04,2025-01-15,AVAILABLE,PASSED,Fridge-3,DON_00463
BU-C231BED8,HOSP_D,A_POSITIVE,WHOLE_BLOOD,2024-12-19,2025-01-23,AVAILABLE,FAILED,Shelf-B1,DON_00122
BU-4E3F4F0D,HOSP_C,B_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,QUARANTINED,FAILED,Shelf-C1,DON_00132
BU-5BE640A1,HOSP_E,B_POSITIVE,PLATELETS,2024-12-27,2025-01-01,QUARANTINED,FAILED,Shelf-C1,DON_00297
BU-90B4D057,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-21,2025-01-25,QUARANTINED,REVIEW_REQUIRED,Fridge-1,DON_00019
BU-9CF86860,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-12-20,2025-01-24,DISPATCHED,PASSED,Fridge-1,DON_00622
BU-21A5125F,HOSP_B,A_POSITIVE,WHOLE_BLOOD,2024-12-15,2025-01-19,AVAILABLE,PASSED,Fridge-1,DON_00713
BU-3782075C,HOSP_C,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,FAILED,Shelf-A1,DON_00707
BU-6F9D3E6B,HOSP_B,O_NEGATIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,QUARANTINED,FAILED,Fridge-2,DON_00677
BU-485AA5BB,HOSP_B,O_NEGATIVE,WHOLE_BLOOD,2024-12-15,2025-01-19,RESERVED,PASSED,Fridge-1,DON_00075
BU-DD729171,BB_A,A_POSITIVE,PLASMA,2024-08-02,2025-08-02,EXPIRED,REVIEW_REQUIRED,Shelf-A1,DON_00676
BU-5EE9F0BC,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-12-11,2025-01-15,EXPIRED,PASSED,Platelet-Agitator-1,DON_00679
BU-1D331B2E,HOSP_D,B_POSITIVE,WHOLE_BLOOD,2024-12-28,2025-02-01,AVAILABLE,REVIEW_REQUIRED,Fridge-2,DON_00437
BU-D34FE3D5,HOSP_A,O_NEGATIVE,WHOLE_BLOOD,2024-12-16,2025-01-20,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00129
BU-82F37DB4,HOSP_E,O_NEGATIVE,PLATELETS,2024-12-30,2025-01-04,DISPATCHED,PASSED,Fridge-1,DON_00459
BU-A5E4E828,BB_A,A_POSITIVE,WHOLE_BLOOD,2024-12-11,2025-01-15,RECEIVED,PASSED,Shelf-B1,DON_00762
BU-48CEDDF6,HOSP_A,B_POSITIVE,PLASMA,2024-06-11,2025-06-11,USED,PASSED,Shelf-B2,DON_00009
BU-2F373AD9,HOSP_D,AB_POSITIVE,WHOLE_BLOOD,2024-12-13,2025-01-17,EXPIRED,PASSED,Shelf-C1,DON_00567
BU-FB0E508B,BB_B,O_POSITIVE,PLATELETS,2024-12-27,2025-01-01,USED,PASSED,Fridge-3,DON_00116
BU-D8D59575,BB_A,B_POSITIVE,WHOLE_BLOOD,2024-12-07,2025-01-11,QUARANTINED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00446
BU-16F4D049,HOSP_D,A_POSITIVE,PLASMA,2024-04-14,2025-04-14,AVAILABLE,REVIEW_REQUIRED,Shelf-B2,DON_00685
BU-828A765B,BB_A,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,EXPIRED,PASSED,Fridge-3,DON_00411
BU-F75C5EB5,HOSP_D,A_POSITIVE,PLASMA,2024-02-11,2025-02-10,EXPIRED,PASSED,Fridge-2,DON_00399
BU-3E25641E,BB_B,O_NEGATIVE,PLASMA,2024-10-06,2025-10-06,AVAILABLE,PASSED,Shelf-B2,DON_00096
BU-F061B7E9,HOSP_D,O_POSITIVE,WHOLE_BLOOD,2024-11-27,2025-01-01,RESERVED,PASSED,Fridge-1,DON_00781
BU-9119EF11,BB_A,O_POSITIVE,RBC,2024-12-23,2025-02-03,QUARANTINED,REVIEW_REQUIRED,Platelet-Agitator-1,DON_00535
BU-38970024,HOSP_B,AB_NEGATIVE,RBC,2024-11-19,2024-12-31,RECEIVED,PENDING,Shelf-B1,DON_00395
BU-9F267FC0,BB_A,A_POSITIVE,PLASMA,2024-04-26,2025-04-26,EXPIRED,REVIEW_REQUIRED,Shelf-B1,DON_00063
BU-142A138A,BB_B,A_POSITIVE,RBC,2024-12-26,2025-02-06,EXPIRED,PASSED,Shelf-B2,DON_00336
BU-DD0A596F,HOSP_B,O_POSITIVE,PLASMA,2024-07-30,2025-07-30,EXPIRED,PASSED,Fridge-2,DON_00506
BU-41CDD592,HOSP_A,O_NEGATIVE,PLATELETS,2024-12-31,2025-01-05,DISPATCHED,PASSED,Shelf-A2,DON_00015
BU-74AD98AF,BB_A,B_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PASSED,Shelf-A2,DON_00445
BU-53C5ED75,BB_B,A_POSITIVE,RBC,2024-11-24,2025-01-05,AVAILABLE,FAILED,Shelf-A1,DON_00273
BU-654202EC,HOSP_B,O_NEGATIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-C1,DON_00353
BU-52DF09EB,BB_B,A_POSITIVE,PLASMA,2024-09-13,2025-09-13,AVAILABLE,PASSED,Fridge-3,DON_00183
BU-FF647715,HOSP_C,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,EXPIRED,PASSED,Shelf-B1,DON_00783
BU-33FFD21E,HOSP_A,A_POSITIVE,RBC,2024-12-09,2025-01-20,QUARANTINED,FAILED,Shelf-B1,DON_00021
BU-3241C8B0,BB_B,O_NEGATIVE,WHOLE_BLOOD,2024-12-28,2025-02-01,AVAILABLE,FAILED,Shelf-A1,DON_00550
BU-973AD83B,HOSP_D,A_POSITIVE,RBC,2024-12-05,2025-01-16,RECEIVED,PASSED,Platelet-Agitator-1,DON_00710
BU-36C3A028,BB_B,O_POSITIVE,RBC,2024-11-22,2025-01-03,AVAILABLE,FAILED,Fridge-3,DON_00530
BU-75CD3821,HOSP_E,A_POSITIVE,PLATELETS,2024-12-29,2025-01-03,AVAILABLE,PASSED,Shelf-C1,DON_00216
BU-30491C87,HOSP_A,B_POSITIVE,PLASMA,2024-05-02,2025-05-02,DISPATCHED,PENDING,Shelf-B2,DON_00479
BU-F0B756F4,HOSP_C,AB_NEGATIVE,RBC,2024-12-04,2025-01-15,QUARANTINED,FAILED,Fridge-2,DON_00240
BU-22FF0E51,BB_B,O_POSITIVE,WHOLE_BLOOD,2024-12-10,2025-01-14,AVAILABLE,FAILED,Shelf-A1,DON_00511
BU-0F830A4F,BB_B,O_NEGATIVE,PLASMA,2024-11-20,2025-11-20,USED,PASSED,Shelf-A2,DON_00307
BU-AF613543,HOSP_A,O_NEGATIVE,RBC,2024-11-22,2025-01-03,AVAILABLE,PASSED,Shelf-C1,DON_00230
BU-0FDCF468,HOSP_E,O_POSITIVE,PLATELETS,2024-12-29,2025-01-03,DISPATCHED,PENDING,Shelf-A1,DON_00665
BU-AC9F2B6D,HOSP_B,B_POSITIVE,WHOLE_BLOOD,2024-12-01,2025-01-05,RESERVED,PASSED,Platelet-Agitator-1,DON_00365
BU-63BAFAC3,BB_B,O_POSITIVE,PLATELETS,2024-12-30,2025-01-04,USED,PASSED,Shelf-A2,DON_00516
BU-074F83EE,BB_B,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Fridge-3,DON_00446
BU-68362935,HOSP_D,O_POSITIVE,PLATELETS,2024-12-26,2024-12-31,RECEIVED,PASSED,Shelf-A2,DON_00327
BU-A182B846,HOSP_D,A_POSITIVE,PLASMA,2024-04-06,2025-04-06,EXPIRED,REVIEW_REQUIRED,Fridge-3,DON_00123
BU-7363F522,HOSP_A,A_POSITIVE,WHOLE_BLOOD,2024-11-29,2025-01-03,AVAILABLE,PASSED,Shelf-C1,DON_00665
BU-47D912B5,HOSP_E,O_POSITIVE,RBC,2024-12-16,2025-01-27,RECEIVED,REVIEW_REQUIRED,Shelf-C1,DON_00596
BU-7E775B8A,HOSP_D,A_POSITIVE,PLATELETS,2024-12-31,2025-01-05,AVAILABLE,PENDING,Fridge-3,DON_00488
BU-BA4E81C5,BB_B,O_POSITIVE,PLASMA,2024-01-05,2025-01-04,USED,PASSED,Shelf-B1,DON_00378
BU-F6D5ACA1,BB_A,O_POSITIVE,WHOLE_BLOOD,2024-12-26,2025-01-30,QUARANTINED,REVIEW_REQUIRED,Shelf-A1,DON_00605
BU-3DEE2219,HOSP_D,O_POSITIVE,RBC,2024-12-30,2025-02-10,RECEIVED,PASSED,Fridge-3,DON_00569
BU-961E69BE,HOSP_C,O_POSITIVE,WHOLE_BLOOD,2024-12-24,2025-01-28,USED,REVIEW_REQUIRED,Shelf-B2,DON_00629
BU-AEFA3646,BB_B,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,AVAILABLE,PASSED,Shelf-A2,DON_00402
BU-CC90D666,BB_B,A_NEGATIVE,RBC,2024-12-24,2025-02-04,QUARANTINED,REVIEW_REQUIRED,Shelf-B2,DON_00615
BU-08169CFD,BB_B,B_NEGATIVE,RBC,2024-12-17,2025-01-28,AVAILABLE,PENDING,Fridge-3,DON_00510
BU-D4D114FC,HOSP_C,B_POSITIVE,PLASMA,2024-11-22,2025-11-22,AVAILABLE,PASSED,Shelf-A1,DON_00389
BU-CA20D585,HOSP_A,A_POSITIVE,RBC,2024-12-29,2025-02-09,DISPATCHED,PASSED,Shelf-B2,DON_00541
BU-51574C39,HOSP_D,A_POSITIVE,PLATELETS,2024-12-27,2025-01-01,DISPATCHED,PASSED,Shelf-B1,DON_00040
BU-058E169E,HOSP_B,B_NEGATIVE,PLATELETS,2024-12-26,2024-12-31,AVAILABLE,PASSED,Shelf-B2,DON_00340
BU-2AC2CE3E,HOSP_D,A_POSITIVE,PLASMA,2024-11-15,2025-11-15,DISPATCHED,PENDING,Shelf-B1,DON_00238
